CARD_0001_BODY;젊은 사일랜드인들은 종종 영웅적인 모험가가 되는 것을 꿈꾸지만 슬프게도 실제로 모험을 떠나는 경우 그들은 단 하루도 버티지 못합니다.
CARD_0643_BODY;유순하고 그저 먹이를 찾아 떠다니는데에 만족하는 이 생명체는 위협을 받으면 몸의 가시들을 독으로 채워 굉장히 위험해집니다. 무려 하늘 고래까지 죽일 수 있는 독입니다.
CARD_0644_BODY;토파즈 야크는 야크 무리의 눈이 되기 위해 창조되었으며 평화로운 시기엔 무리가 풀을 뜯을 수 있는 푸른 초원을 찾아 다녔습니다. 이제 토파즈 야크는 초원 대신 적을 찾아내어 짖밣곤 합니다.
CARD_0645_BODY;언제나 뛰어난 제작자였던 라코아족은 그 재능을 신속하게 전쟁 무기 만드는 데 사용하기 시작했습니다. 이미 숙련된 승무원이 라코아 전쟁 기계에 탑승하여 강철과 증기로 만들어진 마음 없는 제국 창조물들에 대항하고 있네요.
CARD_0646_BODY;모든 라코아족은 좀 더 위대한 뜻을 위해 희생이 이루어져야 한다는 걸 알고 있습니다. 몇몇은 극단적으로 그 신념을 끌고가 대포를 들었지만 누구도 그 광기에 찬 눈을 멈출 순 없었죠.
CARD_0647_BODY;그는 가장 간단한 이벤트도 굉장히 대단하고 신비로운 이벤트로 바꿀 수 있는 능력 덕분에 라코아 사회에서 일류 연예인으로 매우 인기가 좋았습니다. 이제 그 재능을 좀 더 치명적인 데 사용하지만, 덜 신비하거나 덜 대단하지는 않습니다.
CARD_0648_BODY;나는 자매 옆에 서겠다. 나는 형제를 보호하겠다. 나는 그대들의 방패이며 내가 쓰러져도 다른 방패가 내 자리를 대신할 것이다. - 방패지기의 맹세
CARD_0649_BODY;한때 너무 폭력적이라 따돌림 받았었지만 창공에 전쟁이 퍼진 지금, 라코아의 리더가 되어 고향과 생명을 지키기 위해 싸우는 방법을 가르쳐 주고 있습니다.
CARD_0650_BODY;라코아 마을은 창공 전역에 넓게 퍼져 있다 보니 징집관이 전쟁을 위한 새 군인을 찾으러 오기 전까지 카이오스가 영생의 나무에 무슨 짓을 했는지 모르는 라코아가 굉장히 많았습니다.
CARD_0531_BODY;창공 전역을 떠다니는 아네모네는 수백만 종이 넘습니다. 라코아 족들에게는 다양한 색을 뿜어내는 아름다움이, 하늘고래들에게는 맛있는 식사가, 야크들에게는 쉴 자리가 필요할 때 감겨오는 편안함이 되어 주는 존재죠. 제국 침략자들은 아네모네를 그리 즐기지 않았습니다. 가끔씩 비행선의 터빈에 끼기도 하고 전쟁 중 비룡기수의 시야를 가리기도 했기 때문이죠. 황제마저도 아네모네를 다 처리하라고 명령한 뒤에 좌절을 겪었답니다. 베어진 덩굴손 하나하나가 성체로 재생하곤 했기 때문이죠.
CARD_0527_BODY;창공의 수정 평원을 잘 살펴보면, 가끔씩 거북의 알이 꿈으로 가득 찬 돌들 사이에 숨겨져 있는 걸 볼 수 있습니다. 알이 깨어나면, 이 보석들은 새끼의 껍데기에 붙어, 그들과 함께 그 크기가 힘이 자라서 나중에는 수천 밤의 꿈이 그들의 등 뒤에 반짝이게 되죠.
CARD_0526_BODY;판도라와 깨어 있는 세계 사이의 경계는 항상 절대적인 건 아닙니다. 꿈이 가끔씩 새어 나와 페어리아로 찬 크리스탈들에 묶이죠. 꿈지기들은 이 꿈들을 열심히 모은답니다. 오래 전에 죽은 자들과 아직 죽지 않은 자들에 대한 상상에 빠져서 말이죠.
CARD_0367_BODY;파괴의 시대에 수많은 신들이 세계에 페어리아를 주입하고 우로보로스로부터 세계를 지키기 위해 그들의 힘을 포기했습니다. 그러나, 그 중 몇몇은 힘을 그대로 보존하기로 결심했습니다. 피조물들을 파괴하려는 것들로부터 더욱 적극적으로 방어하기 위해서 말이죠.
CARD_0335_BODY;메루질의 사냥꾼들은 숙련된 사냥꾼으로서 명성이 자자했습니다. 돌 하나에 사슴 한 마리로 백 마리를 잡는다고 말이죠. 그들 식량의 원천이 되는 나무를 베어 버리라는 제국의 명령을 그들이 거절하자 제국은 그들의 마을을 돌무더기와 잿더미로 만들어 버렸습니다. 이제 숫사슴과 토끼 대신 제국의 마차가 세금 징수원이 그들의 사냥감입니다.
CARD_0316_BODY;불사조는 샤이탄이 오기 전까지 남부 사막에서 굉장히 흔했습니다. 악마들은 곧 그들 가슴 속 화염의 불꽃을 불사조에게 심어 그들을 광란으로 이끌 수 있다는 것을 알게 되었습니다. 자신의 옛 모습을 한 이 유령들은 폭주한 채 세계를 돌아다니며 혼란과 파괴를 일으키고 있습니다. 샤이탄들은 신나게 그 뒤를 쫓아다니며 잔해를 흡수하고 있습니다.
CARD_0315_BODY;영혼들은 절대 완전히 죽지 않지만 페어리아의 자연적 주기에 의해 재활용되고 재탄생합니다. 가끔 자연적 주기가 아주 잘못되는 바람에 영혼이 삶과 죽음 사이에 끼는 경우도 발생하죠. 다른 망자들은 배수관에 끼인 찌꺼기처럼 그것에 붙어, 세상 어떤 존재와도 닮지 않은 끔찍함이 세계에 공포와 죽음의 피해를 입히기 위해 태어납니다.
CARD_0314_BODY;숲과 불이 만나는 곳을 지나는 중이라면, 거친가시의 포효를 조심하십시오. 재와 잉걸불 속에서 태어나 씨앗과 넝쿨 속에서 자란 이 존재는 분노로 몰리고, 화염과 파괴, 눈물과 잔해에 홀린 역설입니다. 번개가 나무와 돌을 부수는 듯한 울음소리를 듣게 된다면 도망치는 것이 최고의 방법입니다. 그렇지 않으면 뼈와 살을 부수러 그것이 올 거거든요.
CARD_0313_BODY;두 영혼이, 함께 태어나, 떨어진 적 없습니다. 아무리 멀리 떨어지더라도, 그들의 마음은 하나로, 그들의 정신은 완벽한 조화를 이루어, 그들의 목표는 항상 같습니다. 언젠가 죽는 자의이해를 벗어난 완벽한 관계이기에 모두들 그 아름다움을 동경하죠.
CARD_0312_BODY;세계의 중심, 우로보로스의 눈이 내뿜는 열기와 빛으로부터 떨어진 곳에는 쓰라린 추위와 변화하는 풍경이 있습니다. 빙하들이 꿈틀거리는 용암의 강에서 서로 부딪치고, 고대의 신비가 얼음과 돌 아래 묻혀 있습니다. 베히모스들은 한때 이 보물들을 수호하는 자였으나, 이제는 끝없는 겨울 속 죽음의 냉기에서 살아남기 위해 열기를 내뿜는 것이라면 그 무엇이라도 삼켜버리는 야수에 지나지 않습니다.
CARD_0311_BODY;내 모든 여행 중, 공포를 느낀 건 단 한 번 뿐이라네. 습지를 지날 때 진정으로 영광스러운 포식자를 본 적이 있지. 먹잇감만을 찾고, 약점의 냄새만을 맡고, 내 육신에 대한 굶주림만을 느끼며, 나를 사냥하는 것만 알고 있었어. 내가 이길 수 있는 싸움이 아니었으니 나는 최대한 도망쳤지. 그게 날 찾을 때까지. 난 바로 다시 뛰었어. 다시. 또 다시. 공포를 느낀 건 그 한 번 뿐이지만 그 공포가 날 떠나지를 않는다네. 그 놈이 아직도 날 쫓고, 나는 아직도 그 놈의 먹잇감이니까.
CARD_0199_BODY;악마들은 세계의 경계에 삽니다. 우로보로스의 눈이 고향을 불태워 버리고 황폐하게 만들었기 때문이죠. 약한 것들은 가능한 모든 것을 먹고, 강한 것들은 그들보다 약한 모든 것을 먹습니다. 그 예외는 증오의 씨앗입니다. 질투와 혐오로 찬 우로보로스의 불길에서 태어나, 이 악마들은 그들 종족 중 가장 강력하고 흉포한 것만 찾아다닙니다. 그들은 먹잇감이 가장 약하고 자신이 가장 강할 때를 기다려 태양의 증오와 열기를 모두 쏟아부어 공격합니다.
CARD_0135_BODY;티키 족의 어린이들은 마을 근처의 평화로운 동물들을 보살필 것입니다. 티키 족 성인들은 깊고 거친 곳까지 들어가 흉포한 야수들을 도울 것입니다. 진짜 고대의 티키 족은 야생 동물을 돕기 위해 찾으러 다니지 않습니다. 진정한 조화를 찾기 위해서는 자연이 그들을 보살피게 둬야 한다는 것을 알기 때문이죠.
CARD_0109_BODY;정령들은 우로보로스가 세계를 뒤흔들고 난 뒤 의도치 않게 남은 기운의 소용돌이에서 가장 먼저 태어났습니다. 이후 정령신들이 그들의 모양을 갖추고 그들을 조종하고 있죠. 한때 알루아의 총애를 받던 게이브리아 족들은 그 이래로 그들의 고립된 왕국을 위한 하인이자 병사로서 물의 정령을 소환하고, 종속시키고, 심지어는 만드는 방법을 찾았습니다.
CARD_0085_BODY;구 시대의 종언을 고하는 천재지변 동안 셀 수 없을 정도의 생물이 죽었고, 부서진 잔해만이 남았습니다. 이 영혼들은 고대 도시의 폐허를 돌아다니며 신 시대의 형태와 의미를 찾으려 합니다. 그들과 마주칠 정도로 불행한 자들은 그들의 고통과 분노로 뒤틀려 사악한 형태로 변하게 되죠.
CARD_0048_BODY;사일랜드의 장로들은 오랜 세월 동안 힘들게 살아왔기 때문에 연약하지만 현명합니다. 순진한 젊은이들이 큰 모험을 꿈꾸며 현실의 벽은 외면하려곤하지만 장로들은 젊은이 들에게 지혜를 전하기 위해 최선을 다합니다.
CARD_0044_BODY;사일랜드 인은 야만족들이 자비 없는 습격을 자주 겪는 바람에 종종 굶곤 합니다. 돌벽 뒤에서 그들의 땅이 약탈당하고 불타는 것을 보며, 아주 추운 겨울을 맞아야 한다는 것을 깨닫죠.
CARD_0039_BODY;이야기하고, 기억하자\n풋내기 영웅에 대해, \n필요에 의해 방랑자는 사일랜드로부터 멀리 떨어진 곳에서\n모험과 재산, 그리고 고귀한 목적의 삶을 찾아다니네\n\n들어보게나, 언젠가 죽는 자여\n그녀가 보고 대면한 모든 신비와 괴물들에 대하여\n그녀가 타고 다니는 동반자, 사일랜드 평원의 고귀한 야크에 대해\n어머니의 검을 이제 기량과 힘으로 다루니\n언젠가 자신의 난롯가와 고향을 위협하는 거대한 악을 쓰러트릴 수 있도록
CARD_0014_BODY;샤라가 테스라에게 심각한 부상을 입었을 때, 그녀의 사부는 샤라를 숨겨진 수도원으로 데려가 완전히 치유될 때까지 신비로운 노래를 불렀습니다. 샤라가 노래에 대해 물었을 때 그는 이 노래가 오래전 티키들에게서 훔친 비밀이고 언젠가는 샤라에게 다른 막강한 노래들을 가르쳐주겠다고 하였습니다.
CARD_0671_BODY;번개 뱀장어는 굉장히 희귀한 종입니다. 둥둥 떠다니는 알에 굉장히 강력한 번개가 쳐야만 태어나기 때문이죠. 원시 라코아 족들은 뱀장어들이 폭풍의 신이라 생각하고 숭배하며 귀금속을 선물로 바쳤죠.
CARD_0670_BODY;라코아 족들은 종종 영생의 나무에서 자라난 가지를 심고 그 주변에 사당을 세운답니다. 공물을 바칠 수 있도록 말이죠. 자비로운 풍요와 생장의 정령들이 사당에 자리잡고 근방의 라코아 족들에게 도움을 주기도 했습니다. 영생의 나무가 타락하면서, 이 나무들도 죽어 말라비틀어진 껍질만 남았습니다. 이제 사악한 정령들이 그 안에 살면서 한때 사당에서 축복을 찾았던 라코아 족들의 고통을 보며 즐거워하고 있죠.
CARD_0669_BODY;전쟁으로부터 이득을 챙기는 방법은 많습니다. 누군가는 양측에 무기를 팔고, 누군가는 충분한 돈을 받고 배신을 하며, 또 누군가는 전장에서 반짝이거나 빛나는 것을 모두 주워 담습니다. 새들에게는 그런 재물이 필요 없습니다. 우로보로스의 핏빛 눈 아래에서 부풀어 오른 고기와 내장이면 충분하죠.
CARD_0668_BODY;오염이 창공에 퍼질 때 가장 먼저 영향을 받은 것은 다양한 동식물들이었습니다. 그러나 어둠이 짙어지면서 오염은 더 깊숙한 곳으로 파고들어, 끝내는 땅 자체의 영혼이 뒤틀리고 말았습니다. 원래는 원소의 정령들이 자신이 가진 모래땅을 지키며 만족하던 곳이었지만, 이제는 눈에 띄는 모든 것으로부터 생명력을 뽑아내고 비옥한 계곡을 숨막히는 먼지로 가득찬 사막으로 바꾸려는 욕망만 있을 뿐입니다.
CARD_0667_BODY;가장 원시적인 생명의 정령들이 피어나는 꽃에서, 갓난아기의 첫 숨결에서 태어나듯이, 사악한 정령들도 죽음, 질병, 파괴를 뒤따라 집단적으로 생겨납니다. 그중에서도 가장 악독한 것이 역병이 낳은 망령입니다. 이들은 매우 큰 고통을 겪으며 죽은 자의 마지막 숨결과 함께 세상에 기어듭니다. 그리고는 죽은 자의 모습을 훔쳐쓰고, 망자의 이름으로 더 큰 고통을 낳기 위해 나아가죠.
CARD_0666_BODY;처음에 우리는 그림자하고 웅웅거리는 소리가 제국 비행선인 줄 알았지. 그런데 한 친구가 거대하고 괴상한 벌레가 하늘에서 내려온다고 소리치더라고. 우리 모두 최대한 빨리 도망쳤어, 하지만 가장 빠른 건 나였지. 몇 시간 뒤에 우리가 돌아왔을 때는 뒤처진 사람들의 시체 속에 알이 가득 차 부풀어 있었네. 알 속에서 애벌레가 꿈틀대는 걸 보자마자 찾을 수 있는 사람들의 시체는 모두 태웠지.
CARD_0665_BODY;전쟁은 한때 풍요로웠던 창공의 섬들에 큰 타격을 입혔습니다. 황제의 군대가 점령한 곳엔 폐허와 황폐해진 땅만이 넓게 남았죠. 많은 생물들은 생존에 위협을 받았지만, 몇몇 쥐와 해충들은 오히려 이런 환경에서 더 번창했습니다. 천적으로 가득찬 야생에서 먹을 것을 찾는 것보다는 제국군들이 남기고 간 것을 포식하는 게 훨씬 행복한 삶이죠.
CARD_0664_BODY;모든 불꽃, 모든 잉걸불 안엔 굶주림이 있다네\n잘 지켜보고, 꽉 묶어놓지 않으면 우리를 밝게 태운다네\n조각과 톱밥만 먹이고, 초원과 통나무는 절대 주면 안 되네\n불씨 하나만 놓쳐도, 새까만 스테이크가 되어버린다네
CARD_0663_BODY;태곳적부터, 어느 강력한 힘이든 그 앞에 엎드리는 자들이 생기곤 했습니다. 설사 그 힘이 자신을 파멸시킬 지라도. 이그누스의 숭배자들은 그 중에서도 가장 헌신적인 이들입니다. 자신의 주인에게 영광을 바치기 위해 온 세상을 불태울 준비가 되어 있죠. 이들은 황제가 일으킨 전쟁이 불꽃과 재만을 남기리라 믿고 그의 깃발 아래 모여들고 있습니다.
CARD_0662_BODY;이그누스가 태어나던 그 때에는 꺼지지 않는 화염의 불타는 영광만이 존재했습니다. 모든 위대한 원소의 정령들이 돌아가고 싶어하는 곳이죠. 설사 그 불길이 이 세상을 전부 불태워 버린다 하더라도요. 차근차근, 작은 불꽃 하나씩.
CARD_0661_BODY;코볼트들은 자신들의 제국에서 멀리 떨어진 곳에서 일어나는 전쟁에 즐거워했습니다. 그리고 전쟁의 불씨를 키우기 위해 가능한 일은 뭐든 했죠. 가장 즐겨쓴 수법은 양측 진영에 악마들을 몰래 들여놓는 것이었습니다. 적절한 위치에 설치한 나무통 몇 개면 죽음과 혼란을 불러일으킬 수 있었죠.
CARD_0660_BODY;제국과 창공 주민들의 거대한 전쟁에 대해서는 모두들 알고 있습니다. 기계와 자연의 위대한 대립이라고요. 그러나 Ro88E와 강 옆 동굴에 사는 지저분한 곰들의 싸움을 아는 건 몇 없죠. 그래도 이 전투의 참전자들에게는 매우 중요한 일이었답니다.
CARD_0659_BODY;전쟁이 일어나는 동안 라코아 족들은 이 하마들한테 페어리아로 가득 찬 곡물을 먹인 뒤 적진을 향해 달려 보냈죠. 페어리아로 불안정해진 이 하마들은 제국 병사들을 짓밟는 동안 강력한 에너지의 폭발을 수 차례 뿜어냈답니다.
CARD_0658_BODY;그것이 구름 속에서 튀어나오는 것을 보고 우린 모두 경악에 찼다네. 뱃머리가 우로보로스의 빛으로 번쩍였고, 곧 우레 같은 소리와 함께 수천 발의 로켓이 우리를 향해 떨어졌지. 계속되는 폭격으로부터 내 목숨을 부지하려고 도망치고, 숨고, 할 수 있는 건 다 했어. 내가 어찌 살아남았는지 모르겠지만, 잔해 속에서 깨어났을 때 마을에 남은 건 나밖에 없었네. - 프라우드테일, 라코아 족 농부.
CARD_0657_BODY;12개 하늘의 가장 매력적인 승무원들이 운행하는 가가나는 사일랜드의 소년 농부가 꿈꿀 수 있는 모험, 오로세이가 믿지 않을 신비를 봐 왔고, 황제가 경탄할 만한 보물을 모았습니다. 그러나 가장 위대한 모험을 위해 그 모든 것을 뒤로 하고 있답니다. 세계를 구하는 것이죠.
CARD_0656_BODY;제국의 해군은 전쟁을 대비해 공중 무기를 모아 수년간 준비시켜뒀습니다. 지금, 이윽고 기회가 와서 그 무기를 쓰는 데 굉장히 관대하답니다. 1개면 충분한 곳에 로켓 100개를 쏘기도 할 정도로요.
CARD_0655_BODY;제국은 재빨리 창공에 전초 기지를 건설했습니다. 그 목적에는 두 가지가 있었습니다. 수많은 사람들을 지배 하에 두는 것과 황제의 전쟁기계들에 필요한 페어리아들을 추출해내는 것.
CARD_0654_BODY;흑요석 하늘고래들은 천국의 위대한 포식자로, 폭풍우로 몸을 감싸 그들의 접근을 숨긴 채 창공의 수많은 비행 생물들을 사냥하곤 한답니다. 쇼젠은 흑요석 하늘고래 중 가장 잔인한 놈에게 붙여진 이름으로, 배고픔 때문에 동족마저 사냥하여 하나 하나 삼켜버린답니다. 창공의 오염도 쇼젠의 그런 기질을 개선시키지는 못했다죠.
CARD_0653_BODY;황제의 오염은 창공 모든 곳에 닿아 신성하거나 순수했던 그 어느 곳도 그 오염을 피하지 못했습니다. 숲은 병들었고, 마을은 폐허가 되었으며, 축복의 장소는 저주의 기념물로 바뀌었죠.
CARD_0652_BODY;영생의 사원을 관리하는 사제가 낮에 열두 명이 있었고, 밤에 열두 명이 있었습니다. 스물네 명의 사제 모두 황제가 나무를 강탈했을 때 반기를 들었습니다. 그 중 열여섯이 저항자의 본보기로서 살해당했죠. 세 명은 다른 이들에게 신성 모독을 경고하기 위해 탈출했습니다. 두 명은 황제에게 자진해서 항복하였고 명예직을 받아 법정에서 일하게 되었죠. 다른 세 명은 사슬과 마법에 속박되어 그들 자신이 아니게 되었습니다.
CARD_0258_BODY;지단 수도회의 오라드림 기사들은 아주 약한 산들바람 한 줄기만 타고도 어디든 생각의 속도로 날아갈 수 있답니다. 그런 재능이 없는 다른 오라드림들은 사막을 여행하기 위해 바람 관문으로 잠재된 힘을 끌어내야 하죠.
CARD_0517_BODY;반짝 연어의 삶은 놀라울 정도로 짧습니다. 그들은 서늘하고 비옥한 땅속에서 알을 깨고 나와 날개가 완전히 자랄 때까지 기다립니다. 그리고는 뜨거운 모래를 뚫고 튀어나와 날아오르죠. 먹을 수 있는 것은 무엇이든 먹으며 다른 섬을 찾을 때까지 비행을 계속합니다. 마침내 새로운 섬의 땅속에 파고들어 알을 낳고는 죽습니다.
CARD_0359_BODY;모든 것에는 끝이 있다, 이것은 진리다. 하지만 나는 불의의 길을 걷는 자들이 정의와 조화의 길을 걷는 자들보다 먼저 그 끝을 보아야 한다고 믿는다. - 칼림
CARD_0307_BODY;자신의 목구멍으로 파고들어가려는 살아움직이는 모래를 빼더라도, 모래바람 속을 여행하는 건 충분히 불쾌한 일입니다.
CARD_0265_BODY;우로보로스를 따르는 샤이탄 사제들은 어둡고 끔찍한 장소에서 강대한 힘을 얻습니다. 그들이 무한한 뱀에게 먹이는 영혼 하나하나가 뱀의 힘을 키우고, 이 세상 만물을 보호하는 페어리아를 세계로부터 조금씩 떼어내고 있습니다.
CARD_0240_BODY;우로보로스의 뜨거운 눈 아래에서 달궈진 세계의 가장자리에서는, 끓어오른 페어리아가 혈석이라고 부르는 단단한 덩어리로 굳어집니다. 어떤 정령들은 이 붉고, 정수로 넘치는 바위를 집어먹습니다. 그리고는 다른 이들의 고통으로부터 기쁨을 얻는 뒤틀리고 증오어린 괴물로 자라나죠.
CARD_0094_BODY;꿈의 정수는 상상할 수 있는 모든 것을 만들 수 있답니다. 그것이 물건이건 사람이건, 살아있건 죽어있건, 누군가 그 존재를 깊은 잠속에서 기억해낼 수만 있다면 상관없습니다.
CARD_0073_BODY;부서지는 파도 하나마다 페어리아 한 방울이 들어 있다. 모든 밀물 속에 그 영광스러운 정수가 흐르며, 모든 썰물과 바다의 흔들림에 그 힘이 차오른다. 이것이 바다가 우리에게 남겨준 것이다. 물의 순환마다 우리가 받아온 것을 쓰게 만드는 자는 그 누구에게든 화가 있으리라.
CARD_0127_BODY;황제 카이오스가 신이 되기 위해 한 시도 중에는 수많은 실험들도 있었습니다. 그중 어떤 것도 그가 궁극적으로 바라던 결과를 이루진 못했지만, 실패를 통해서도 그는 많은 것을 배울 수 있었죠.
CARD_0042_BODY;페어리아를 연료로 쓰는 공성 엔진은 미르나스트 제국 역사상 가장 파괴적인 무기 중 하나입니다. 시간만 충분하다면 엔진 하나로 어떤 요새든 먼지와 돌조각으로 만들 수 있죠.
CARD_0360_BODY;BZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ BZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ BZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ BZZZZZZZZZZZZZZZZZZZ BZZZZT…\n\nBZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ
CARD_0673_BODY;한때는 황제의 가장 충성스럽고 복종적인 신하였던 배넌은, 결국 카이오스가 권력에 너무도 심취한 끝에 구해낼 수 없는 광기에 빠졌다는 걸 깨달았습니다. 이제 배넌은 자신의 친구였고, 연인이었던 그를 막아섭니다. 하지만 바논이 처음 자신의 맹세와 심장을 바치기로 했던 그날로부터 지금까지, 그의 사랑은 조금도 줄어들지 않았습니다.
CARD_0248_BODY;사이퍼와 그의 군대를 막기 위한 최후의 발악으로, 공포의 군주들은 자신들 중 많은 수를 제물삼아 불타오르는 거대한 바윗덩이를 소환했습니다. 먼지와 불티가 꺼지고 나자, 그곳에는 자신의 군대 대부분과 함께 살아남은 사이퍼가 서있었습니다. 그는 손쉽게 약화된 악마들의 군세를 정리하고, 남은 공포의 군주들을 추방하여 그들에게 수치심을 안겨주었습니다.
CARD_0679_BODY;옛날옛적에 한 트라이튼 군주가 살았습니다. 어찌나 먹성 좋고 부유했던지, 그는 백 명의 주방장들에게, 백 종류의 요리를 하도록 해, 백 명의 하인들이 자신을 먹이도록 명령했답니다. 먹고, 먹고, 마침내 모든 접시가 빌 때까지 그는 먹었습니다. 그리고 하인들에게 더 가져오도록 명령하려고 보니, 남아 있는 하인이 없었답니다.
CARD_0692_BODY;모두가 크고 강한 자들을 바라보지. 숭배하고, 떠받들고 두려워하지. 아무도 너 같은 이들은 보지 않지. 대신 너희들을 사냥하고, 해치지. 오너라, 작은 아이야. 너를 안고 품어 키워줄게. 네가 네 자신을 보호할 수 있을 만큼, 크게 자랄 때까지.
CARD_0691_BODY;치열하게 싸워 쟁취한 정의보다 더 큰 기쁨은 없습니다. 승리를 불가능해 보이게 했던 모든 고통, 슬픔, 그리고 고난이 그 기쁨을 그만큼 더 크게 하죠.
CARD_0690_BODY;마지막 전투가 벌어지기 바로 전날, 바람이 그의 도래를 속삭였다. 공기가 그의 힘으로 전율했다. 드워디아, 라코아 족의 첫번째 족장이 아득한 섬으로부터 바람을 타고 왔다. 그가 생전 수호하기로 맹세했던 땅을 더럽힌 가증스러운 괴물에게 징벌을 내리기 위해. 자신의 임무를 완수하고 카이오스의 숨이 끊어졌을 때, 그는 다시 한번 산들바람과 함께 사라져, 자신의 안식처로 돌아갔다.
CARD_0689_BODY;산들바람 정령들은 순수한 영혼의 마지막 날숨에서 태어나, 그 영혼을 보살피는 임무를 타고납니다. 죽은 자의 영혼을 등에 태워 아득한 섬까지 데려다주고, 산 자들의 세계를 방문해 심부름을 하는 것이 이들의 역할입니다. 비록 눈에 보이는 일은 드물지만, 이들의 털이 살갗에 스칠 때면 죽은 자들을 위해 소식을 모으고, 생전에 즐겨먹던 음식들을 낚아채고 있는 것을 알 수 있습니다.
CARD_0688_BODY;전쟁에 의해 남은 상처가 컸지만 대지는 금세 회복되었습니다. 이 생식력 넘치는 나무의 정령들이 열정적으로 일해준 덕분이죠. 삶을 양분으로, 죽음을 거름 삼아 자라난 씨앗들은 금세 창공을 뒤덮는 밀림으로 자라났습니다.
CARD_0687_BODY;초월체가 영생의 나무를 차지했을 때 대부분의 사제들이 목숨을 잃었지만, 극소수의 사제들은 탈출해 그의 극악무도한 행위에 대해 널리 경고했습니다. 사제들은 지칠 줄 모르는 것처럼 창공을 순례하며, 모든 사람과 짐승들을 피난처로 대피시켰습니다.
CARD_0686_BODY;너의 부름에 답한다. 네 고통의 연기에. 네 뒤틀리는 줄기와 갈라지는 가지의 비명에. 너의 부름에 답한다. 에리아노르의 모든 힘이 하나 되어 너를 구하러 가겠다.
CARD_0685_BODY;가이아의 사랑으로 짜여진. 생명과 마법에 감싸여. 따듯하고 안락한 자연의 자궁 속에서 마침내 새롭게 다시 태어날 때까지.
CARD_0684_BODY;물속에 사는 자신의 동족들과 달리 창공의 산호들은 스스로의 힘으로는 널리 퍼져나가기 힘듭니다. 때문에 이 우아한 짐승들에게 몸을 맡겨 자신들을 섬에서 섬으로 옮기도록 하죠. 그 보답으로 산호들은 자신들의 복잡한 골격 구조 안에 페어리아를 저장해, 이 짐승에게 제 몸을 보호하고 나아갈 수 있게 하는 힘을 줍니다.
CARD_0683_BODY;비록 게이브리아 인들은 바다에 있는 자신들의 고향 위, 저 멀리 하늘 위에서 벌어진 전쟁에 큰 도움을 주지는 못했지만, 승리의 축제를 여는 데는 많은 지원을 해주었답니다.
CARD_0682_BODY;파도 군주의 가호가 자네와 함께하기를, 친구! 그의 파도가 자네를 따듯한 물로 인도하고, 그의 삼지창이 자네를 보호하고, 그리고 그의 명령을 따르는 조류가 자네 평생 매일매일 맛있는 물고기를 가져다주기를!
CARD_0681_BODY;무력만으로는 카이오스의 군대를 무찌를 수 없었습니다. 많은 종족이 자신들의 무기와 기술을 빌려주었지만, 마지막 전투를 계획하고 승리를 가져온 것은 트라이튼 전략가들이었습니다.
CARD_0680_BODY;지금까지 내가 본 모든 거울 속에서는, 뒤집힌 내 모습만 보일 뿐이었어. 하지만 이 거울들 속에서는, 저들이 보고 있는 뒤집힌 모습이 바로 나야.
CARD_0678_BODY;예전에 라코아 족은 물 한 모금, 풀 한 포기 없는 섬에 조난당한 야크 무리를 많이 발견하곤 했습니다. 누구는 라코아 족이 고안한 해법을 미친 짓이라고 할 지도 모르겠지만, 야크들은 도움닫기를 할 충분한 공간만 있다면 매우 적절한 해법이라고 생각합니다.
CARD_0677_BODY;호사 얜 또 어디로 간 거야?!
CARD_0676_BODY;자유로운 야크 호사, 달아나기를 좋아했네. 야크치기가 아무리 애를 써도, 손도 쓰지 못했네. 얌전하고 착한 호사, 눈돌리면 금방 또 달아났네. 멀리 널리 내달아서, 맛있는 건초를 다 먹었네.
CARD_0675_BODY;라마콘은 많은 전설과 미신의 주인공입니다. 그 털로 짠 조끼를 입으면 거부할 수 없는 매력을 얻을 수 있고. 그 뿔을 갈아 만든 가루는 어떤 오염된 물이라도 정화할 수 있다고 합니다. 그리고 그 똥은 최고의 맥주를 만드는 재료라죠. 아직까지 모든 라마콘이 농장에 갇히거나 사냥되어 멸종되지 않았다는 것이 놀랍습니다.
CARD_0674_BODY;이젠 끝났다, 카이오스. 난 한번 눈을 감았지만, 이제 다시는 너같은 자에게 굴하지 않을 것이다!
CARD_0529_BODY;창공의 섬들은 하늘 조류의 밀물과 썰물에 맞춰 떠다니곤 합니다. 섬 위에 사는 사람들에게는 이게 굉장히 불편한 일이기에, 수송선은 어디서든 성행하는 사업이죠.
CARD_0528_BODY;폭풍이 걷히면서 하늘에 비춰지는 역광을 배경으로 수천 마리의 만타들이 비행하는 것을 목격하는 일보다 더 아름답고 뿌듯한 일은 몇 없습니다.
CARD_0524_BODY;눈부시고, 장엄하며, 믿기지 않을 정도로 위험한 이 칼치들은 하늘방패 상인조합이 창공 전역을 상행하는 자신들의 상단을 호위하기 위해 훈련시킨 것입니다.
